#GENE	COV-1-1	COV-10-1	COV-2-1	COV-3-1	COV-4-1	COV-5-1	COV-7-1	COV-8-1	THR-238	THR-303	THR-313	THR-337	THR-369	THR-399	THR-415	THR-417	THR-428	THR-432
SULT4A1	0	0	0	0	0	0	18	0	0	2	0	0	0	0	0	2	12	0
SULT6B1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SULT6B2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUMF1	358	306	690	162	716	105	651	402	505	120	228	158	214	268	230	228	457	357
SUMF2	430	345	312	69	326	10	780	344	414	276	124	125	118	126	152	264	240	109
SUMO1	2735	573	992	859	651	237	1688	1299	1480	1467	2602	1265	902	1487	1221	2513	1242	2642
SUMO1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUMO1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUMO1P3	8	1	10	3	5	0	3	3	1	5	2	8	5	2	0	2	5	4
SUMO1P4	1	0	0	0	0	0	1	1	9	2	2	0	1	0	2	5	0	0
SUMO2	4521	2767	3297	7268	3095	2110	4939	7654	4218	7629	7080	3440	3123	6780	5719	6839	4855	7799
SUMO2P1	5	1	4	8	1	0	1	5	2	5	3	1	0	6	3	6	1	2
SUMO2P10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUMO2P12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUMO2P13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUMO2P14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUMO2P15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUMO2P16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUMO2P17	5	4	1	9	1	1	0	13	1	13	2	10	13	2	0	20	5	21
SUMO2P18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUMO2P19	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUMO2P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUMO2P20	4	1	3	3	4	0	1	4	2	3	0	0	3	6	4	1	4	1
SUMO2P3	13	3	10	22	12	5	7	8	10	9	6	9	4	10	1	3	5	15
SUMO2P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
SUMO2P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUMO2P6	16	1	12	11	9	3	1	5	2	3	4	4	7	0	4	6	1	4
SUMO2P7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0
SUMO2P8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUMO3	5099	3748	4765	7647	4259	3184	5275	5937	4184	3461	4858	4076	4717	4398	3800	3620	3454	5479
SUMO4	2	8	24	132	6	6	47	72	4	1	15	0	0	5	0	0	24	15
SUN1	0	4	0	3	0	10	0	1	0	38	0	20	8	9	0	0	2	85
SUN2	120	103	176	9	254	0	295	15	165	27	32	17	40	55	10	63	38	66
SUN3	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
SUN5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUOX	45	38	67	18	29	2	83	28	0	163	193	12	109	76	0	67	165	51
SUPT16H	182	159	91	102	47	46	366	189	182	179	121	63	34	35	55	88	126	225
SUPT16HP1	0	4	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
SUPT20H	155	6	77	56	72	7	63	57	148	460	11	76	47	100	52	68	43	136
SUPT20HL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUPT20HL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUPT3H	0	0	0	0	0	5	33	27	3	0	1	3	0	15	6	4	5	21
SUPT4H1	187	147	145	171	172	27	175	215	382	276	181	119	213	268	201	233	285	206
SUPT4H1P1	1	0	0	2	0	0	1	0	1	0	0	1	1	0	1	2	0	0
SUPT4H1P2	2	0	1	2	2	0	8	1	1	1	2	0	1	6	3	1	3	1
SUPT5H	529	308	340	168	358	92	583	141	1016	572	422	152	321	347	286	293	589	219
SUPT6H	285	195	147	126	165	28	360	127	436	289	217	136	305	181	56	163	323	99
SUPT7L	257	127	213	49	258	0	286	172	172	230	110	2	105	121	176	117	252	144
SUPV3L1	40	13	0	1	0	0	0	12	0	0	31	0	0	1	0	0	13	8
SURF1	394	453	603	968	483	276	478	1140	1221	675	467	133	420	515	351	517	622	489
SURF2	0	2	1	0	13	0	3	8	7	2	5	7	16	4	0	1	7	3
SURF4	1073	863	1646	441	1247	131	1590	473	2213	1531	1259	573	905	1096	642	662	1417	735
SURF6	28	0	0	3	0	1	0	0	26	40	1	85	0	5	10	11	7	39
SURF6P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUSD1	14266	8079	13280	4418	11959	2604	12111	6110	19778	18166	11466	6943	10736	15623	10225	9760	12928	9113
SUSD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SUSD2P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUSD3	2931	3172	3689	2004	5684	1788	4330	3951	4576	5164	2905	1647	3440	3213	4075	2663	4072	2617
SUSD4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SUSD5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUSD6	301	285	386	119	402	39	326	131	814	906	492	179	461	492	364	278	563	272
SUV39H1	232	89	313	70	377	26	402	78	349	152	182	7	115	82	205	38	239	101
SUV39H2	0	20	19	0	0	0	49	9	30	1	0	0	0	0	0	11	0	1
SUZ12	87	50	86	138	73	79	205	128	263	364	174	92	68	244	67	122	217	102
SUZ12P1	100	16	29	13	16	19	21	42	52	163	56	79	48	93	66	37	63	160
SV2A	0	0	0	0	0	0	7	3	14	0	0	4	0	5	0	0	7	0
SV2B	0	0	2	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0
SV2C	537	48	25	7	7	2	38	4	72	57	116	85	14	65	121	30	79	24
SVBP	592	1075	332	710	507	423	709	1693	628	1729	2027	468	717	583	586	1150	1200	616
SVEP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SVIL	611	546	562	1347	773	206	1254	762	1439	821	799	400	601	1055	574	556	1182	379
SVIL-AS1	276	308	524	271	516	74	345	281	366	139	225	292	150	293	203	237	259	327
SVIL2P	1	1	1	0	2	0	0	1	0	0	1	0	3	0	0	1	0	0
SVIP	15421	15245	18473	55372	17720	41707	23097	19644	24312	11075	36452	14189	6966	26129	26595	29560	15251	25961
SVOP	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
SVOPL	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	12
SWAP70	108	75	108	20	30	0	154	5	275	39	181	232	38	31	0	65	52	311
SWI5	4175	3917	3576	3513	3779	1285	2816	3758	4713	5148	3591	1742	2986	3130	2845	2691	3480	2685
SWSAP1	20	23	25	19	66	18	96	73	39	65	17	32	5	18	21	13	44	45
SWT1	816	135	181	419	265	129	345	590	1416	1011	906	448	710	1206	849	1449	519	822
SYAP1	204	147	299	266	295	105	317	265	412	322	225	130	81	156	70	190	214	177
SYBU	0	0	0	0	0	0	86	0	0	85	0	0	0	0	0	0	0	0
SYCE1	7	0	8	1	0	31	0	0	1	19	0	0	3	75	443	29	0	12
SYCE1L	0	1	2	1	6	0	4	2	0	3	0	3	0	0	0	0	0	0
SYCE2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
SYCE3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYCN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYCP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYCP2	0	0	52	88	48	77	13	0	23	4	67	18	7	9	103	11	16	17
SYCP2L	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
SYCP3	20	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SYDE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYDE2	0	0	1	0	0	22	0	0	0	0	0	0	30	0	0	0	12	15
SYF2	1094	324	413	557	258	164	736	418	886	1278	1319	564	427	745	530	819	842	1210
SYF2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYF2P2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SYK	2124	2378	3021	2189	2526	601	3466	2484	4145	4964	2114	1795	3186	2544	1847	2296	3690	2248
SYMPK	143	147	181	36	175	7	153	56	145	151	45	57	105	131	136	76	87	83
SYN1	0	0	0	7	14	0	0	0	0	0	0	0	0	0	0	0	0	0
SYN2	21	7	17	18	18	2	6	18	1	7	14	30	0	2	12	2	2	24
SYN3	5	1	0	23	2	0	22	1	1	11	0	0	3	2	0	0	1	0
SYNC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYNCRIP	427	6	103	39	19	89	134	89	351	356	234	255	4	72	95	84	151	262
SYNDIG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYNDIG1L	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0
SYNE1	336	4	227	50	155	99	110	33	184	70	35	52	170	77	60	48	109	32
SYNE1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYNE2	59	0	18	5	0	0	5	3	12	37	37	28	32	9	10	1	15	71
SYNE3	0	0	0	22	0	0	0	0	0	0	13	0	0	0	0	0	0	7
SYNE4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SYNGAP1	1	15	2	15	5	0	11	19	0	0	0	0	3	0	3	1	2	3
SYNGAP1-AS1	3	0	14	0	0	0	0	1	0	1	2	0	0	2	0	0	0	0
SYNGR1	0	0	3	14	0	0	45	2	0	0	0	10	3	0	0	0	0	1
SYNGR2	71	46	125	113	126	17	98	52	157	32	31	25	23	13	0	40	12	61
SYNGR3	9	0	1	33	3	2	0	0	11	54	0	3	1	7	14	9	6	0
SYNGR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SYNJ1	0	153	7	17	11	9	56	4	117	55	43	4	7	2	2	32	12	66
SYNJ2	553	109	247	40	108	57	284	70	760	527	55	289	97	104	224	267	430	202
SYNJ2-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYNJ2BP	2	2	34	2	0	3	0	0	52	1	0	18	14	41	2	25	11	31
SYNJ2BP-COX16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYNM	277	361	823	210	674	717	932	640	1454	702	333	198	735	868	512	717	955	559
SYNPO	43	0	16	0	19	77	0	0	0	33	0	0	0	0	13	1	15	26
SYNPO2	13	0	0	6	0	14	23	0	0	0	0	0	0	14	0	0	8	0
SYNPO2L	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
SYNPR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYNPR-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYNRG	4	38	134	58	93	33	71	29	174	264	29	183	65	101	1	52	65	84
SYP	6	6	0	8	0	2	0	14	5	6	0	7	0	1	3	2	2	1
SYP-AS1	0	0	0	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0
SYPL1	958	243	315	266	454	164	707	534	460	4337	2228	1293	380	804	741	1149	611	1263
SYPL1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYPL1P2	0	0	0	47	0	0	0	0	0	0	0	0	0	3	1	2	12	10
SYPL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYS1	97	12	64	97	19	25	15	81	34	41	35	28	53	16	49	7	63	17
SYS1-DBNDD2	4	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	1	0
SYT1	0	0	0	0	0	0	45	0	8	0	0	0	0	0	0	0	0	0
SYT10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYT11	242	146	186	292	392	82	279	239	197	152	163	73	159	71	61	119	189	232
SYT12	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0
SYT13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYT14	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
SYT14P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYT15	0	0	2	0	0	0	0	0	2	2	0	1	0	5	1	0	8	1
SYT16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYT17	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1
SYT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYT3	0	0	0	8	0	0	0	0	0	25	0	0	0	0	0	0	0	0
SYT4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYT5	0	10	0	0	0	0	39	0	0	0	21	3	0	43	27	0	0	1
SYT6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYT7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SYT8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYT9	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SYTL1	1	8	4	9	0	3	44	2	108	0	0	36	0	7	5	2	9	21
SYTL2	0	0	0	0	0	0	1	8	0	95	0	0	0	12	10	0	5	9
SYTL3	1	5	0	15	0	0	1	0	27	0	0	0	25	0	25	0	4	17
SYTL4	1908	1553	1604	508	2272	684	1721	475	2627	3474	2262	626	407	1817	1233	1820	2670	780
SYTL5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
SYVN1	11	19	8	6	5	1	23	10	14	18	22	4	36	2	3	14	6	10
SZRD1	955	853	1154	572	1162	169	1254	985	1014	731	506	316	669	579	613	430	944	497
SZT2	7	5	8	46	28	16	23	40	150	4	73	0	3	31	28	44	33	42
SZT2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAAR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
TAAR2	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
TAAR3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAAR4P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAAR5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAAR6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAAR7P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAAR8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAAR9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAB1	16	6	2	5	8	13	24	0	2	19	22	0	2	5	14	5	17	0
TAB2	1186	380	752	1779	1088	1067	1358	2022	1482	2236	1510	1272	865	1700	1606	1457	1801	984
TAB2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAB3	648	236	571	279	390	181	652	219	521	686	679	273	218	453	229	589	913	435
TAB3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAB3-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAB3P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
TAC4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TACC1	3102	3954	5954	4786	6036	1854	7166	4445	6915	5657	3759	4475	3333	4458	3574	3001	4618	3921
TACC1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TACC2	33	0	0	3	0	1	1	0	0	0	0	0	3	1	12	0	0	0
TACC3	2020	1430	1330	1152	2630	479	2716	721	2817	5731	2285	1149	1610	1870	1697	1743	2487	669
TACO1	18	0	12	0	0	14	12	0	1	0	1	4	17	0	21	0	2	9
TACR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TACR2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
TACR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TACSTD2	0	0	1	0	0	0	11	6	0	0	0	0	7	8	0	0	0	0
TADA1	458	0	51	0	45	19	98	44	136	1031	281	0	26	50	57	49	70	56
TADA2A	338	98	97	47	38	49	100	49	134	171	94	158	16	124	116	120	84	95
TADA2B	0	0	0	56	0	0	27	12	0	3	0	0	0	0	10	13	0	1
TADA3	2296	5152	5644	1506	5681	428	8316	6316	5889	6364	5762	2644	4450	3636	3210	3335	3779	3255
TAF1	4	4	16	50	6	31	21	67	2	25	11	30	3	7	2	64	34	45
TAF10	44	364	186	103	356	19	236	598	373	283	283	148	322	328	231	205	254	143
TAF11	476	94	212	281	218	122	467	257	189	162	189	11	109	73	146	169	222	167
TAF11L10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF11L11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF11L12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF11L13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF11L14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF11L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF11L3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF11L4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF11L5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF11L6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF11L7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF11L8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF11L9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF12	189	94	103	161	108	44	153	344	178	1252	398	82	209	134	134	500	211	166
TAF13	16	10	23	161	38	39	44	56	52	42	80	40	7	23	1	25	44	10
TAF13P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF15	0	15	0	22	10	16	25	13	15	52	22	23	17	18	6	11	18	16
TAF1A	1	0	0	0	3	0	0	0	14	0	0	0	7	1	0	0	0	22
TAF1A-AS1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TAF1B	80	18	0	28	7	1	0	0	4	32	0	92	32	45	2	0	21	28
TAF1C	0	0	0	12	1	0	30	0	21	65	0	15	0	21	0	0	7	0
TAF1D	453	58	149	366	101	254	10	316	120	812	514	211	93	42	27	136	57	134
TAF1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF2	33	53	102	0	19	14	266	81	275	365	230	1112	173	106	164	254	235	450
TAF3	175	117	204	30	144	50	152	56	144	49	181	99	164	160	55	192	223	142
TAF4	0	3	6	14	0	2	10	2	0	0	0	9	0	2	0	0	2	5
TAF4B	0	1	0	0	0	1	13	1	0	0	0	0	0	0	0	0	0	23
TAF5	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
TAF5L	56	34	87	53	56	65	128	52	75	73	107	29	5	79	10	25	50	34
TAF6	258	147	314	23	299	0	347	67	245	168	123	86	195	119	95	119	186	56
TAF6L	6	5	16	0	0	2	1	0	33	27	16	0	0	4	10	20	6	6
TAF7	2078	757	859	813	1526	334	1508	576	1312	3002	1406	455	541	901	1024	607	1238	889
TAF7L	155	4	51	0	15	12	35	30	190	69	130	102	63	66	0	89	19	65
TAF8	47	7	78	149	111	28	55	95	61	21	32	7	25	19	15	11	40	53
TAF9	899	339	295	912	506	236	1371	848	631	1365	552	1177	454	849	463	979	532	362
TAF9B	123	36	5	132	94	32	39	37	87	57	0	0	43	75	90	2	57	76
TAF9BP1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
TAF9BP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF9P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF9P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF9P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAFA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAFA2	71	35	46	68	8	101	29	55	42	60	84	86	69	48	44	26	35	144
TAFA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAFA4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
TAFA5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
TAGAP	0	1	0	11	20	4	131	1	287	156	1	28	28	46	2	4	59	59
TAGLN	24	28	27	12	0	0	33	7	24	14	9	8	28	23	30	5	8	3
TAGLN2	285157	321297	362206	145575	323315	39793	298938	464914	357646	358435	267264	175480	309295	270088	255477	198293	252285	240266
TAGLN2P1	411	390	735	250	572	39	401	738	340	442	303	202	424	388	274	262	289	344
TAGLN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAL1	3009	2027	1636	5100	3094	2700	3397	4876	4796	4474	2715	1284	3700	3693	2942	2767	3785	1543
TAL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TALDO1	19776	20522	27793	16257	27313	5129	27400	27598	22853	20569	14587	6525	15926	10245	11405	11174	15975	9459
TAMM41	0	2	0	4	0	0	0	15	36	1	0	0	0	0	18	0	6	5
TANC1	9	4	17	10	19	4	6	0	0	0	0	0	0	1	0	0	0	1
TANC2	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	17	0
TANGO2	4712	7569	8675	1675	9001	774	9352	5347	10523	7598	3741	1931	4548	3837	3567	3125	6951	2758
TANGO6	5	9	64	0	34	0	37	0	26	3	9	49	2	24	0	11	6	2
TANK	2284	143	235	189	314	45	634	249	596	6195	500	1141	328	539	521	501	419	802
TAOK1	265	208	631	897	515	553	1247	1493	1040	1601	973	1437	520	1282	1299	890	1058	1254
TAOK2	134	208	125	66	407	30	201	87	297	183	85	33	154	117	87	39	165	50
TAOK3	7331	4624	8115	4846	7153	2259	7011	4245	6214	9671	7056	4466	4486	6452	4083	5445	8165	5114
TAP1	459	529	431	5	549	69	269	171	1282	1373	705	189	138	245	285	191	602	179
TAP2	37	5	24	69	4	212	15	121	30	24	6	26	14	1	20	10	60	32
TAPBP	2095	3452	3809	796	4783	500	4748	3134	3326	1817	1198	1237	979	1187	1358	1058	2087	1155
TAPBPL	384	286	275	70	222	31	435	306	274	391	283	232	392	317	328	182	420	76
TAPT1	653	266	443	282	247	37	641	204	1207	1281	653	697	363	777	559	669	1037	559
TAPT1-AS1	3	17	0	18	0	1	7	9	0	2	2	28	11	0	0	2	22	7
TARBP1	0	0	10	0	26	0	9	4	33	0	0	0	0	0	0	0	0	1
TARBP2	0	0	12	4	46	16	0	5	7	0	0	0	0	20	9	0	22	33
TARDBP	95	53	68	26	60	51	374	54	145	141	193	98	74	121	117	19	204	179
TARDBPP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARDBPP2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TARID	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TARM1	0	0	0	0	0	0	20	31	0	61	0	0	0	0	0	0	0	0
TARS1	145	72	103	26	132	47	377	59	317	421	137	116	77	18	44	21	126	189
TARS2	0	0	16	0	0	6	47	0	0	1	13	25	0	0	0	0	0	28
TARS2P1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARS3	1071	865	1167	557	796	229	1179	399	1151	1413	1259	452	802	642	656	596	828	416
TAS1R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS1R2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS1R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R10	31	6	18	94	8	68	22	2	37	1	10	6	13	9	5	2	2	8
TAS2R13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
TAS2R14	61	24	36	11	51	19	126	65	81	187	86	60	22	63	169	78	85	132
TAS2R15P	1	2	11	0	0	0	8	3	0	7	23	8	43	8	0	0	4	5
TAS2R16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R19	5	0	0	0	3	0	0	0	1	5	0	5	0	0	1	4	1	5
TAS2R20	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R31	0	0	0	0	0	0	0	9	0	0	0	0	5	0	3	0	0	17
TAS2R38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R45	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TAS2R46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R62P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R63P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R64P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
TAS2R6P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TASOR	4	21	86	42	50	35	436	132	144	204	178	258	53	78	62	149	201	272
TASOR2	180	27	63	26	8	25	124	122	227	117	151	251	117	139	102	198	223	230
TASP1	0	0	3	0	23	3	37	8	0	7	0	0	0	0	0	25	11	9
TAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAT-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TATDN1	141	41	56	69	59	44	174	66	9	575	273	295	53	114	42	231	176	174
